Address,City,state,matchAddress,Style,Style2,yearBuilt,propertyRank,currentUse,buildingName,communityArea,architect,buildingType,chicagoLandmarkLink,latitude,longitude,imageLink,photoCredit,photoCreditLink,webLink
1620 N Leavitt Street,Chicago,IL,1620-n-leavitt-street,Italianate,,1898,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1431328083&formNumber=243212038,41.911058,-87.682725,https://chicagoarchitecturedata.com/static/images/assessor_images/14313280830000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1620-n-leavitt-street/
3301 W Fullerton Avenue,Chicago,IL,3301-w-fullerton-avenue,Gothic,Clasical,1930,Possesses potentially significant architectural or historical features(OR),Seminario Biblico,Adidam Midwest Center,Logan Square ,"Teisen, Axel V.",Dormitory,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1335206008&formNumber=223305001,41.924345,-87.710718,https://chicagoarchitecturedata.com/static/images/building_images/3301-w-fullerton-avenue-1413868799.jpg.800x800_q85_upscale.jpg,John Morris,http://john-morris.com/,https://chicagoarchitecturedata.com/buildings/3301-w-fullerton-avenue/
3103 S M L King Jr Drive,Chicago,IL,3103-s-m-l-king-jr-drive,Gothic,,,(RD),Olivet Baptist Church,Olivet Baptist Church,Douglas ,,Church,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1734200001&formNumber=350211012,41.83861,-87.686611,https://chicagoarchitecturedata.com/static/images/building_images/3103-s-m-l-king-jr-drive-1418571103.jpg.800x800_q85_upscale.jpg,John Morris,http://john-morris.com/,https://chicagoarchitecturedata.com/buildings/3103-s-m-l-king-jr-drive/
309 E 71st Street,Chicago,IL,309-w-71st-street,Gothic,,,Possesses potentially significant architectural or historical features(OR),,,Greater Grand Crossing ,"Burns, James",Church,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=2027104001&formNumber=690620004,41.765575,-87.617494,https://chicagoarchitecturedata.com/static/images/assessor_images/20271040010000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/309-w-71st-street/
1901 W Pershing Place,Chicago,IL,1901-w-pershing-place,Gothic,,1921,Possesses potentially significant architectural or historical features(OR),Spiegel & Co.,,New City ,"Joy, Samuel Scott",Manufacturing,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=2006200002&formNumber=611215004,41.822453,-87.673466,https://chicagoarchitecturedata.com/static/images/assessor_images/20062000020000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1901-w-pershing-place/
301 E Superior Street,Chicago,IL,301-e-superior-street,Gothic,,,Possesses potentially significant architectural or historical features(OR),Northwestern Memorial Hospital,,Near North Side ,Holabird & Roche,Hospital,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1710201017&formNumber=084206014,41.895708,-87.620326,https://chicagoarchitecturedata.com/static/images/assessor_images/17102010170000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/301-e-superior-street/
435 N Michigan Avenue,Chicago,IL,435-n-michigan-avenue,Gothic,,,(RD),,,Near North Side ,Howells & Hood,Office,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1710130002&formNumber=084206002,41.890318,-87.623275,https://chicagoarchitecturedata.com/static/images/assessor_images/17101300020000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/435-n-michigan-avenue/
163 E Walton Street,Chicago,IL,163-e-walton-street,Gothic,,,Possesses potentially significant architectural or historical features(OR),Knickerbocker Hotel,,Near North Side ,Rissman & Hirschfeld,Hotel,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1709236001&formNumber=084209009,41.899846,-87.622108,https://chicagoarchitecturedata.com/static/images/assessor_images/17092360010000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/163-e-walton-street/
929 N Dearborn Street,Chicago,IL,929-n-dearborn-street,Gothic,,,(RD),Scottish Rite Cathedral,,Near North Side ,,Church,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1704435022&formNumber=084211053,41.89984,-87.62977,https://chicagoarchitecturedata.com/static/images/assessor_images/17044350220000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/929-n-dearborn-street/
1355 N State Street,Chicago,IL,1355-n-state-street,Gothic,,1891,Possesses potentially significant architectural or historical features(OR),,,Near North Side ,,Multi-Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1703104003&formNumber=084301003,41.864339,-87.626677,https://chicagoarchitecturedata.com/static/images/assessor_images/17031040030000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1355-n-state-street/
215 S Pulaski Road,Chicago,IL,215-s-pulaski-road,Gothic,Tudor,,Possesses potentially significant architectural or historical features(OR),Freedom Temple Church,,West Garfield Park ,,Commercial/Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1614106012&formNumber=262806003,41.877247,-87.72531,https://chicagoarchitecturedata.com/static/images/assessor_images/16141060120000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/215-s-pulaski-road/
1101 N Marshfield Avenue,Chicago,IL,1101-n-marshfield-avenue,Eastlake,,1891,Possesses potentially significant architectural or historical features(OR),,,West Town ,,Six-Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706408004&formNumber=242605064,41.902374,-87.668352,https://chicagoarchitecturedata.com/static/images/assessor_images/17064080040000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1101-n-marshfield-avenue/
1103 N Damen Avenue,Chicago,IL,1103-n-damen-avenue,Eastlake,,1907,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706400050&formNumber=242605008,41.901585,-87.676869,https://chicagoarchitecturedata.com/static/images/assessor_images/17064000500000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1103-n-damen-avenue/
1102 N Damen Avenue,Chicago,IL,1102-n-damen-avenue,Eastlake,,1879,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706307046&formNumber=242606032,41.901577,-87.677531,https://chicagoarchitecturedata.com/static/images/assessor_images/17063070460000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1102-n-damen-avenue/
853 W George Street,Chicago,IL,853-w-george-street,Eastlake,,1891,Possesses potentially significant architectural or historical features(OR),,,Lakeview ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1429226003&formNumber=064403030,41.934252,-87.651112,https://chicagoarchitecturedata.com/static/images/assessor_images/14292260030000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/853-w-george-street/
319 E Garfield Boulevard,Chicago,IL,319-e-55th-street,Craftsman,,1893,Possesses potentially significant architectural or historical features(OR),,Garfield Green Line Station,Washington Park ,,Elevated Station,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=2010315029&formNumber=400303012,41.794215,-87.618416,https://chicagoarchitecturedata.com/static/images/building_images/319-e-55th-street-1410220223.jpg.800x800_q85_upscale.jpg,John Morris,http://john-morris.com/,https://chicagoarchitecturedata.com/buildings/319-e-55th-street/
320 E 58th Street,Chicago,IL,320-e-58th-street,Craftsman,,,Possesses potentially significant architectural or historical features(OR),,,Washington Park ,,Elevated Station,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=2015500007&formNumber=400303008,41.789117,-87.633728,https://chicagoarchitecturedata.com/static/images/assessor_images/20155000070000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/320-e-58th-street/
319 E 51st Street,Chicago,IL,319-e-51st-street,Craftsman,,,Possesses potentially significant architectural or historical features(OR),,,Washington Park ,,Elevated Station,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=2010500020&formNumber=400306016,41.800223,-87.618472,https://chicagoarchitecturedata.com/static/images/assessor_images/20105000200000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/319-e-51st-street/
840 W Oakdale Avenue,Chicago,IL,840-w-oakdale-avenue,Classical,Romanesque,1895,Possesses potentially significant architectural or historical features(OR),,,Lakeview ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1429218019&formNumber=064403072,41.935697,-87.650746,https://chicagoarchitecturedata.com/static/images/building_images/840-w-oakdale-avenue-1463454740.jpg.800x800_q85_upscale.jpg,John Morris,http://john-morris.com/,https://chicagoarchitecturedata.com/buildings/840-w-oakdale-avenue/
3800 W Madison Street,Chicago,IL,3800-w-madison-street,Classical,Beaux-Arts,,Possesses potentially significant architectural or historical features(OR),,,West Garfield Park ,Michaelsen & Rognstad,Commercial/Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1611312034&formNumber=262812003,41.881073,-87.721127,https://chicagoarchitecturedata.com/static/images/building_images/3800-w-madison-street-1421710560.jpg.800x800_q85_upscale.jpg,John Morris,http://john-morris.com/,https://chicagoarchitecturedata.com/buildings/3800-w-madison-street/
2535 N Kedzie Boulevard,Chicago,IL,2535-n-kedzie-boulevard,Classical,,,Possesses potentially significant architectural or historical features(OR),,Logan Square Auditorium,Logan Square ,,Commercial,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1325314001&formNumber=223308021,41.927604,-87.706613,https://chicagoarchitecturedata.com/static/images/building_images/2535-n-kedzie-boulevard-1447383815.jpg.800x800_q85_upscale.jpg,John Morris,http://john-morris.com/,https://chicagoarchitecturedata.com/buildings/2535-n-kedzie-boulevard/
1615 W Howard Street,Chicago,IL,1615-w-howard-street,Classical,,,Possesses potentially significant architectural or historical features(OR),T.S. Merchandise/National Wigs & Bags,,Rogers Park ,"Newhouse, Henry L.",Theater,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1130219008&formNumber=014911007,42.019179,-87.672104,https://chicagoarchitecturedata.com/static/images/building_images/1615-w-howard-street-1447380589.jpg.800x800_q85_upscale.jpg,John Morris,http://john-morris.com/,https://chicagoarchitecturedata.com/buildings/1615-w-howard-street/
315 W Normal Parkway,Chicago,IL,315-w-normal-parkway,Classical,Beaux-Arts,,Possesses potentially significant architectural or historical features(OR),,,Englewood ,"Gerhardt, Paul",School,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=2021311002&formNumber=681715001,41.769536,-87.632936,https://chicagoarchitecturedata.com/static/images/assessor_images/20213110020000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/315-w-normal-parkway/
4919 S Blackstone Avenue,Chicago,IL,4919-s-blackstone-avenue,Classical,,1888,Possesses potentially significant architectural or historical features(OR),,,Kenwood ,"Shaw, Howard Van Doren",Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=2011211004&formNumber=390406003,41.805456,-87.59032,https://chicagoarchitecturedata.com/static/images/assessor_images/20112110040000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/4919-s-blackstone-avenue/
4947 S Kimbark Avenue,Chicago,IL,4947-s-kimbark-avenue,Classical,,1917,Possesses potentially significant architectural or historical features(OR),,,Kenwood ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=2011208009&formNumber=39KNWD251,41.804594,-87.594778,https://chicagoarchitecturedata.com/static/images/assessor_images/20112080090000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/4947-s-kimbark-avenue/
4920 S Kimbark Avenue,Chicago,IL,4920-s-kimbark-avenue,Classical,,1909,Possesses potentially significant architectural or historical features(OR),,,Kenwood ,"Wilson, Horatio R.",Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=2011207017&formNumber=39KNWD243,41.80538,-87.5956,https://chicagoarchitecturedata.com/static/images/assessor_images/20112070170000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/4920-s-kimbark-avenue/
3246 S Halsted Street,Chicago,IL,3246-s-halsted-street,Classical,,1898,Possesses potentially significant architectural or historical features(OR),Bridgeport News/Jc Furniture,,Bridgeport ,,Commercial/Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1732215039&formNumber=601120012,41.83507,-87.646579,https://chicagoarchitecturedata.com/static/images/assessor_images/17322150390000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/3246-s-halsted-street/
946 W 32nd Place,Chicago,IL,946-w-32nd-place,Classical,,1898,Possesses potentially significant architectural or historical features(OR),,,Bridgeport ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1732207024&formNumber=601120005,41.835807,-87.650494,https://chicagoarchitecturedata.com/static/images/assessor_images/17322070240000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/946-w-32nd-place/
250 W Roosevelt Road,Chicago,IL,250-w-roosevelt-road,Classical,,,Possesses potentially significant architectural or historical features(OR),,,Near South Side ,,Bridge,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1721200006&formNumber=330119002,41.867469,-87.633967,https://chicagoarchitecturedata.com/static/images/assessor_images/17212000060000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/250-w-roosevelt-road/
1644 W 14th Street,Chicago,IL,1644-w-14th-street,Classical,Italianate,,Possesses potentially significant architectural or historical features(OR),,,Near West Side ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1719221025&formNumber=280123002,41.862572,-87.668096,https://chicagoarchitecturedata.com/static/images/assessor_images/17192210250000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1644-w-14th-street/
1004 S Oakley Avenue,Chicago,IL,1004-s-oakley-avenue,Classical,,1894,Possesses potentially significant architectural or historical features(OR),,,Near West Side ,"Dalsey, Harry I.",2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1718328022&formNumber=282518053,41.868778,-87.683956,https://chicagoarchitecturedata.com/static/images/assessor_images/17183280220000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1004-s-oakley-avenue/
158 W Erie Street,Chicago,IL,158-w-erie-street,Classical,Italianate,,Possesses potentially significant architectural or historical features(OR),Dept. of Streets & Sanitation Electric & Communications,,Near North Side ,,Fire House,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1709217008&formNumber=084207028,41.894246,-87.633496,https://chicagoarchitecturedata.com/static/images/assessor_images/17092170080000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/158-w-erie-street/
1411 W Erie Street,Chicago,IL,1411-w-erie-street,Classical,Romaneque,1873,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1708117011&formNumber=242601017,41.893154,-87.662876,https://chicagoarchitecturedata.com/static/images/assessor_images/17081170110000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1411-w-erie-street/
1444 N Greenview Avenue,Chicago,IL,1444-n-greenview-avenue,Classical,,1916,Possesses potentially significant architectural or historical features(OR),,Kosciuszko Public Bath,West Town ,"Sierks, Henry",Bath House,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1705108030&formNumber=243207098,41.908374,-87.665548,https://chicagoarchitecturedata.com/static/images/assessor_images/17051080300000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1444-n-greenview-avenue/
24 W Division Street,Chicago,IL,24-w-division-street,Classical,Baroque,1930,Possesses potentially significant architectural or historical features(OR),Houlihan's Restaurant,,Near North Side ,Lebenbaum & Marx,Commercial,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1704224020&formNumber=084215070,41.904217,-87.627697,https://chicagoarchitecturedata.com/static/images/assessor_images/17042240200000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/24-w-division-street/
1300 N State Street,Chicago,IL,1300-n-state-street,Classical,,,Possesses potentially significant architectural or historical features(OR),Radisson Plaza/Ambassador West Hotel,,Near North Side ,"Schmidt, Garden & Martin",Hotel,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1704218033&formNumber=084302001,41.906106,-87.629115,https://chicagoarchitecturedata.com/static/images/assessor_images/17042180330000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1300-n-state-street/
217 W North Avenue,Chicago,IL,217-w-north-avenue,Classical,,1901,Possesses potentially significant architectural or historical features(OR),"See Hear, Inc.",,Near North Side ,"Beiler, Henry P.",Commercial/Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1704203002&formNumber=084215055,41.910933,-87.635462,https://chicagoarchitecturedata.com/static/images/assessor_images/17042030020000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/217-w-north-avenue/
1547 N Sedgwick Street,Chicago,IL,1547-n-sedgwick-street,Classical,,1881,Possesses potentially significant architectural or historical features(OR),,,Near North Side ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1704200004&formNumber=084215001,41.910635,-87.638267,https://chicagoarchitecturedata.com/static/images/assessor_images/17042000040000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1547-n-sedgwick-street/
1406 N Astor Street,Chicago,IL,1406-n-astor-street,Classical,Beaux-Arts,1927,Possesses potentially significant architectural or historical features(OR),,,Near North Side ,"Adler, David",Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1703102026&formNumber=08ASTO033,41.908077,-87.627903,https://chicagoarchitecturedata.com/static/images/assessor_images/17031020260000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1406-n-astor-street/
1302 S Albany Avenue,Chicago,IL,1302-s-albany-avenue,Classical,Georgian,1895,Possesses potentially significant architectural or historical features(OR),,,North Lawndale ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1624103018&formNumber=292406008,41.864418,-87.703491,https://chicagoarchitecturedata.com/static/images/assessor_images/16241030180000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1302-s-albany-avenue/
1304 S Troy Street,Chicago,IL,1304-s-troy-street,Classical,"Sullivanesque, Romanesque",1892,Possesses potentially significant architectural or historical features(OR),,,North Lawndale ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1624102021&formNumber=292406007,41.864512,-87.704479,https://chicagoarchitecturedata.com/static/images/assessor_images/16241020210000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1304-s-troy-street/
101 S Pulaski Road,Chicago,IL,101-s-pulaski-road,Classical,,,Possesses potentially significant architectural or historical features(OR),,,West Garfield Park ,"Alschuler, Alfred S.",Library,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1614102001&formNumber=262806002,41.881855,-87.725357,https://chicagoarchitecturedata.com/static/images/assessor_images/16141020010000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/101-s-pulaski-road/
207 N Leclaire Avenue,Chicago,IL,207-n-leclaire-avenue,Classical,,1899,Possesses potentially significant architectural or historical features(OR),,,Austin ,"Harvey, George L.",2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1609408017&formNumber=253701005,41.884679,-87.752418,https://chicagoarchitecturedata.com/static/images/assessor_images/16094080170000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/207-n-leclaire-avenue/
213 N Leclaire Avenue,Chicago,IL,213-n-leclaire-avenue,Classical,,1899,Possesses potentially significant architectural or historical features(OR),,,Austin ,"Harvey, George L.",2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1609408014&formNumber=253701008,41.884852,-87.752424,https://chicagoarchitecturedata.com/static/images/assessor_images/16094080140000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/213-n-leclaire-avenue/
210 W Eugenie Street,Chicago,IL,210-w-eugenie-street,Classical,,,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,Multi-Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433419001&formNumber=07OLDT073,41.912966,-87.635266,https://chicagoarchitecturedata.com/static/images/assessor_images/14334190010000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/210-w-eugenie-street/
211 W St Paul Avenue,Chicago,IL,211-w-st-paul-avenue,Classical,,,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,Multi-Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433419001&formNumber=07OLDT073,41.913528,-87.635296,https://chicagoarchitecturedata.com/static/images/assessor_images/14334190010000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/211-w-st-paul-avenue/
217 W Willow Street,Chicago,IL,217-w-willow-street,Classical,,,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,Multi-Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433417006&formNumber=07OLDT425,41.914065,-87.635624,https://chicagoarchitecturedata.com/static/images/assessor_images/14334170060000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/217-w-willow-street/
2544 N Kimball Avenue,Chicago,IL,2544-n-kimball-avenue,Classical,,1890,Possesses potentially significant architectural or historical features(OR),,,Logan Square ,,Multi-Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1326419020&formNumber=223501021,41.927779,-87.712552,https://chicagoarchitecturedata.com/static/images/assessor_images/13264190200000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/2544-n-kimball-avenue/
300 W Superior Street,Chicago,IL,300-w-superior-street,Chicago School,Classical,1927,Possesses potentially significant architectural or historical features(OR),Tech Lighting/Centrol Arts,,Near North Side ,"Weary, Charles A.",Commercial,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1709201011&formNumber=084207070,41.895857,-87.636001,https://chicagoarchitecturedata.com/static/images/assessor_images/17092010110000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/300-w-superior-street/
1500 N Latrobe Avenue,Chicago,IL,1500-n-latrobe-avenue,Bungalow,,1917,Possesses potentially significant architectural or historical features(OR),,,Austin ,"Braucher, Ernest N.",Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1604106035&formNumber=253710001,41.90783,-87.757514,https://chicagoarchitecturedata.com/static/images/assessor_images/16041060350000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1500-n-latrobe-avenue/
5200 W Chicago Avenue,Chicago,IL,5200-w-chicago-avenue,Art Deco/Moderne,,,Possesses potentially significant architectural or historical features(OR),Citizens National Bank of Chicago,Laramie State Bank,Austin ,Meyer & Cook,Bank,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1604331038&formNumber=253707003,41.895216,-87.755843,https://chicagoarchitecturedata.com/static/images/building_images/5200-w-chicago-avenue-1446776046.jpg.300x300_q85_crop.jpg,John Morris,http://john-morris.com/,https://chicagoarchitecturedata.com/buildings/5200-w-chicago-avenue/
750 E Achsah Bond Drive,Chicago,IL,750-e-achsah-bond-drive,Art Deco/Moderne,Art Deco,,Possesses potentially significant architectural or historical features(OR),,Adler Planetarium,Near South Side ,"Grunsfeld Jr., Ernest A.",Planetarium,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1722200005&formNumber=330117006,41.83861,-87.686611,https://chicagoarchitecturedata.com/static/images/assessor_images/17222000050000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/750-e-achsah-bond-drive/
163 W Schiller Street,Chicago,IL,163-w-schiller-street,Art Deco/Moderne,Art Moderne,1891,Possesses potentially significant architectural or historical features(OR),,,Near North Side ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1704215003&formNumber=084215054,41.907559,-87.63402,https://chicagoarchitecturedata.com/static/images/assessor_images/17042150030000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/163-w-schiller-street/
2 W Elm Street,Chicago,IL,2-w-elm-street,Art Deco,Tudor,1931,Possesses potentially significant architectural or historical features(OR),,,Near North Side ,"Steif, B. Leo, & Co.",Multi-Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1704407015&formNumber=084211071,41.90327,-87.628634,https://chicagoarchitecturedata.com/static/images/assessor_images/17044070150000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/2-w-elm-street/
4422 W Division Street,Chicago,IL,4422-w-division-street,Art Deco,,,Possesses potentially significant architectural or historical features(OR),"Graphic Converting, Inc./Classic Finishing Co.",,Humboldt Park ,,Manufacturing,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1603106013&formNumber=233110001,41.902591,-87.736705,https://chicagoarchitecturedata.com/static/images/assessor_images/16031060130000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/4422-w-division-street/
